分拣中心,日期,小时,货量
SC23,2023-12-31,3,309.2816666666667
SC23,2023-12-31,4,278.2739047619048
SC23,2023-12-31,5,386.6639047619047
SC23,2023-12-31,6,444.0164047619047
SC23,2023-12-31,7,98.34485714285717
SC23,2023-12-31,8,281.4436507936509
SC23,2023-12-31,9,326.4778055555556
SC23,2023-12-31,10,324.6471547619048
SC23,2023-12-31,11,310.7509523809524
SC23,2023-12-31,12,281.53002380952387
SC23,2023-12-31,13,191.40809126984124
SC23,2023-12-31,14,400.16503968253966
SC23,2023-12-31,15,327.3079801587302
SC23,2023-12-31,16,195.96436904761907
SC23,2023-12-31,17,168.28811904761906
SC23,2023-12-31,18,315.9369246031746
SC23,2023-12-31,19,214.68988888888893
SC23,2023-12-31,20,174.6931904761905
SC23,2023-12-31,21,217.03615836940835
SC23,2023-12-31,22,232.3946984126984
SC23,2023-12-31,23,208.97166666666664
SC24,2023-12-01,0,273.03
SC24,2023-12-01,1,1002.83
SC24,2023-12-01,2,1118.37
SC24,2023-12-01,3,988.21
SC24,2023-12-01,4,1078.1
SC24,2023-12-01,5,209.6089761904762
SC24,2023-12-01,6,242.42303174603177
SC24,2023-12-01,7,422.54944047619057
SC24,2023-12-01,8,552.6192857142855
SC24,2023-12-01,9,563.6110873015873
SC24,2023-12-01,10,473.7770714285715
SC24,2023-12-01,11,44.569125901875886
SC24,2023-12-01,12,470.4431626984127
SC24,2023-12-01,13,597.2930912698413
SC24,2023-12-01,14,551.9061587301586
SC24,2023-12-01,15,453.6459642857144
SC24,2023-12-01,16,412.0922619047619
SC24,2023-12-01,17,473.0678412698412
SC24,2023-12-01,18,473.2228373015872
SC24,2023-12-01,19,92.6405634920635
SC24,2023-12-01,20,43.81460317460317
SC24,2023-12-01,21,52.31166666666667
SC24,2023-12-01,22,20.735
SC24,2023-12-01,23,9.895
SC24,2023-12-02,0,604.37
SC24,2023-12-02,1,1080.25
SC24,2023-12-02,2,1157.8
SC24,2023-12-02,3,1003.2083333333331
SC24,2023-12-02,4,1089.5583333333334
SC24,2023-12-02,5,376.6059761904762
SC24,2023-12-02,6,297.37540476190475
SC24,2023-12-02,7,379.7570119047618
SC24,2023-12-02,8,493.72018650793655
SC24,2023-12-02,9,530.0529523809524
SC24,2023-12-02,10,555.669492063492
SC24,2023-12-02,11,228.33983333333333
SC24,2023-12-02,12,595.2619484126984
SC24,2023-12-02,13,617.1998611111111
SC24,2023-12-02,14,604.1655833333333
SC24,2023-12-02,15,497.5858888888888
SC24,2023-12-02,16,469.3355
SC24,2023-12-02,17,574.0078888888889
SC24,2023-12-02,18,535.1541944444446
SC24,2023-12-02,19,238.89641269841263
SC24,2023-12-02,20,143.99846428571425
SC24,2023-12-02,21,73.84933333333333
SC24,2023-12-02,22,38.20666666666667
SC24,2023-12-02,23,13.106666666666666
SC24,2023-12-03,0,183.91
SC24,2023-12-03,1,733.04
SC24,2023-12-03,2,806.7
SC24,2023-12-03,3,720.13
SC24,2023-12-03,4,783.88
SC24,2023-12-03,5,562.3431666666667
SC24,2023-12-03,6,393.1836547619049
SC24,2023-12-03,7,505.7498650793651
SC24,2023-12-03,8,606.6177063492062
SC24,2023-12-03,9,578.6023214285715
SC24,2023-12-03,10,546.366615079365
SC24,2023-12-03,11,121.25661904761904
SC24,2023-12-03,12,542.4725238095239
SC24,2023-12-03,13,740.3324981962483
SC24,2023-12-03,14,547.0395476190475
SC24,2023-12-03,15,473.0343751803752
SC24,2023-12-03,16,493.6037380952381
SC24,2023-12-03,17,518.4509682539681
SC24,2023-12-03,18,515.7187420634922
SC24,2023-12-03,19,133.41006746031746
SC24,2023-12-03,20,28.515730158730157
SC24,2023-12-03,21,134.54033333333334
SC24,2023-12-03,22,37.04533333333333
SC24,2023-12-03,23,25.375333333333334
SC24,2023-12-04,0,734.49
SC24,2023-12-04,1,1086.05
SC24,2023-12-04,2,1130.24
SC24,2023-12-04,3,978.52
SC24,2023-12-04,4,979.9
SC24,2023-12-04,5,468.2431626984128
SC24,2023-12-04,6,174.91241269841265
SC24,2023-12-04,7,442.7113928571428
SC24,2023-12-04,8,567.6144007936506
SC24,2023-12-04,9,592.3269682539683
SC24,2023-12-04,10,420.2014404761904
SC24,2023-12-04,11,16.8354696969697
SC24,2023-12-04,12,483.2863055555556
SC24,2023-12-04,13,673.145888888889
SC24,2023-12-04,14,604.9056865079364
SC24,2023-12-04,15,470.0579920634919
SC24,2023-12-04,16,505.62072619047626
SC24,2023-12-04,17,526.2910476190476
SC24,2023-12-04,18,537.8579437229437
SC24,2023-12-04,19,102.84563492063494
SC24,2023-12-04,20,100.11345238095238
SC24,2023-12-04,21,44.27916666666666
SC24,2023-12-04,22,19.835833333333333
SC24,2023-12-04,23,17.465833333333336
SC24,2023-12-05,0,734.49
SC24,2023-12-05,1,1086.05
SC24,2023-12-05,2,1130.24
SC24,2023-12-05,3,978.52
SC24,2023-12-05,4,979.9
SC24,2023-12-05,5,438.5497063492063
SC24,2023-12-05,6,61.41105158730159
SC24,2023-12-05,7,351.8251706349206
SC24,2023-12-05,8,540.0095555555556
SC24,2023-12-05,9,533.5667658730158
SC24,2023-12-05,10,471.2271865079363
SC24,2023-12-05,11,123.32739177489177
SC24,2023-12-05,12,463.3569087301588
SC24,2023-12-05,13,634.5358293650796
SC24,2023-12-05,14,495.2043095238095
SC24,2023-12-05,15,518.6458906926405
SC24,2023-12-05,16,398.59367063492056
SC24,2023-12-05,17,502.6032182539682
SC24,2023-12-05,18,532.5279523809522
SC24,2023-12-05,19,138.11861904761906
SC24,2023-12-05,20,37.12784126984126
SC24,2023-12-05,21,20.1125
SC24,2023-12-05,22,4.29
SC24,2023-12-05,23,1.11
SC24,2023-12-06,0,734.49
SC24,2023-12-06,1,1086.05
SC24,2023-12-06,2,1130.24
SC24,2023-12-06,3,978.52
SC24,2023-12-06,4,979.9
SC24,2023-12-06,5,578.3435714285714
SC24,2023-12-06,6,159.42600144300147
SC24,2023-12-06,7,334.1985274725275
SC24,2023-12-06,8,492.8105432900431
SC24,2023-12-06,9,543.5031031746032
SC24,2023-12-06,10,500.1427536075036
SC24,2023-12-06,11,141.60317857142857
SC24,2023-12-06,12,495.51766053391054
SC24,2023-12-06,13,602.5652204184703
SC24,2023-12-06,14,553.9458650793651
SC24,2023-12-06,15,454.9999087301587
SC24,2023-12-06,16,475.4496814019314
SC24,2023-12-06,17,593.2083322510821
SC24,2023-12-06,18,548.0887738095239
SC24,2023-12-06,19,208.11217063492063
SC24,2023-12-06,20,77.20792063492063
SC24,2023-12-06,21,52.5
SC24,2023-12-06,22,6.79
SC24,2023-12-06,23,0.73
SC24,2023-12-07,0,288.49
SC24,2023-12-07,1,978.45
SC24,2023-12-07,2,1087.8
SC24,2023-12-07,3,954.8
SC24,2023-12-07,4,957.06
SC24,2023-12-07,5,535.484642857143
SC24,2023-12-07,6,293.6191547619048
SC24,2023-12-07,7,396.3896547619048
SC24,2023-12-07,8,541.0670472582971
SC24,2023-12-07,9,487.0929678932181
SC24,2023-12-07,10,490.7316190476189
SC24,2023-12-07,11,54.64783333333333
SC24,2023-12-07,12,552.9965357142858
SC24,2023-12-07,13,573.0584523809524
SC24,2023-12-07,14,568.1989119769121
SC24,2023-12-07,15,496.2140317460318
SC24,2023-12-07,16,488.4180656565656
SC24,2023-12-07,17,526.1795728715729
SC24,2023-12-07,18,499.0304484126986
SC24,2023-12-07,19,151.93012301587302
SC24,2023-12-07,20,36.250506132756136
SC24,2023-12-07,21,139.65678571428572
SC24,2023-12-07,22,35.69
SC24,2023-12-07,23,24.43
SC24,2023-12-08,0,273.03
SC24,2023-12-08,1,1002.83
SC24,2023-12-08,2,1118.37
SC24,2023-12-08,3,988.21
SC24,2023-12-08,4,1078.1
SC24,2023-12-08,5,209.6089761904762
SC24,2023-12-08,6,242.42303174603177
SC24,2023-12-08,7,422.54944047619057
SC24,2023-12-08,8,552.6192857142855
SC24,2023-12-08,9,563.6110873015873
SC24,2023-12-08,10,473.7770714285715
SC24,2023-12-08,11,44.569125901875886
SC24,2023-12-08,12,470.4431626984127
SC24,2023-12-08,13,597.2930912698413
SC24,2023-12-08,14,551.9061587301586
SC24,2023-12-08,15,453.6459642857144
SC24,2023-12-08,16,412.0922619047619
SC24,2023-12-08,17,473.0678412698412
SC24,2023-12-08,18,473.2228373015872
SC24,2023-12-08,19,92.6405634920635
SC24,2023-12-08,20,43.81460317460317
SC24,2023-12-08,21,52.31166666666667
SC24,2023-12-08,22,20.735
SC24,2023-12-08,23,9.895
SC24,2023-12-09,0,604.37
SC24,2023-12-09,1,1080.25
SC24,2023-12-09,2,1157.8
SC24,2023-12-09,3,1003.2083333333331
SC24,2023-12-09,4,1089.5583333333334
SC24,2023-12-09,5,376.6059761904762
SC24,2023-12-09,6,297.37540476190475
SC24,2023-12-09,7,379.7570119047618
SC24,2023-12-09,8,493.72018650793655
SC24,2023-12-09,9,530.0529523809524
SC24,2023-12-09,10,555.669492063492
SC24,2023-12-09,11,228.33983333333333
SC24,2023-12-09,12,595.2619484126984
SC24,2023-12-09,13,617.1998611111111
SC24,2023-12-09,14,604.1655833333333
SC24,2023-12-09,15,497.5858888888888
SC24,2023-12-09,16,469.3355
SC24,2023-12-09,17,574.0078888888889
SC24,2023-12-09,18,535.1541944444446
SC24,2023-12-09,19,238.89641269841263
SC24,2023-12-09,20,143.99846428571425
SC24,2023-12-09,21,73.84933333333333
SC24,2023-12-09,22,38.20666666666667
SC24,2023-12-09,23,13.106666666666666
SC24,2023-12-10,0,183.91
SC24,2023-12-10,1,733.04
SC24,2023-12-10,2,806.7
SC24,2023-12-10,3,720.13
SC24,2023-12-10,4,783.88
SC24,2023-12-10,5,562.3431666666667
SC24,2023-12-10,6,393.1836547619049
SC24,2023-12-10,7,505.7498650793651
SC24,2023-12-10,8,606.6177063492062
SC24,2023-12-10,9,578.6023214285715
SC24,2023-12-10,10,546.366615079365
SC24,2023-12-10,11,121.25661904761904
SC24,2023-12-10,12,542.4725238095239
SC24,2023-12-10,13,740.3324981962483
SC24,2023-12-10,14,547.0395476190475
SC24,2023-12-10,15,473.0343751803752
SC24,2023-12-10,16,493.6037380952381
SC24,2023-12-10,17,518.4509682539681
SC24,2023-12-10,18,515.7187420634922
SC24,2023-12-10,19,133.41006746031746
SC24,2023-12-10,20,28.515730158730157
SC24,2023-12-10,21,134.54033333333334
SC24,2023-12-10,22,37.04533333333333
SC24,2023-12-10,23,25.375333333333334
SC24,2023-12-11,0,734.49
SC24,2023-12-11,1,1086.05
SC24,2023-12-11,2,1130.24
SC24,2023-12-11,3,978.52
SC24,2023-12-11,4,979.9
SC24,2023-12-11,5,468.2431626984128
SC24,2023-12-11,6,174.91241269841265
SC24,2023-12-11,7,442.7113928571428
SC24,2023-12-11,8,567.6144007936506
SC24,2023-12-11,9,592.3269682539683
SC24,2023-12-11,10,420.2014404761904
SC24,2023-12-11,11,16.8354696969697
SC24,2023-12-11,12,483.2863055555556
SC24,2023-12-11,13,673.145888888889
SC24,2023-12-11,14,604.9056865079364
SC24,2023-12-11,15,470.0579920634919
SC24,2023-12-11,16,505.62072619047626
SC24,2023-12-11,17,526.2910476190476
SC24,2023-12-11,18,537.8579437229437
SC24,2023-12-11,19,102.84563492063494
SC24,2023-12-11,20,100.11345238095238
SC24,2023-12-11,21,44.27916666666666
SC24,2023-12-11,22,19.835833333333333
SC24,2023-12-11,23,17.465833333333336
SC24,2023-12-12,0,734.49
SC24,2023-12-12,1,1086.05
SC24,2023-12-12,2,1130.24
SC24,2023-12-12,3,978.52
SC24,2023-12-12,4,979.9
SC24,2023-12-12,5,438.5497063492063
SC24,2023-12-12,6,61.41105158730159
SC24,2023-12-12,7,351.8251706349206
SC24,2023-12-12,8,540.0095555555556
SC24,2023-12-12,9,533.5667658730158
SC24,2023-12-12,10,471.2271865079363
SC24,2023-12-12,11,123.32739177489177
SC24,2023-12-12,12,463.3569087301588
SC24,2023-12-12,13,634.5358293650796
SC24,2023-12-12,14,495.2043095238095
SC24,2023-12-12,15,518.6458906926405
SC24,2023-12-12,16,398.59367063492056
SC24,2023-12-12,17,502.6032182539682
SC24,2023-12-12,18,532.5279523809522
SC24,2023-12-12,19,138.11861904761906
SC24,2023-12-12,20,37.12784126984126
SC24,2023-12-12,21,20.1125
SC24,2023-12-12,22,4.29
SC24,2023-12-12,23,1.11
SC24,2023-12-13,0,734.49
SC24,2023-12-13,1,1086.05
SC24,2023-12-13,2,1130.24
SC24,2023-12-13,3,978.52
SC24,2023-12-13,4,979.9
SC24,2023-12-13,5,578.3435714285714
SC24,2023-12-13,6,159.42600144300147
SC24,2023-12-13,7,334.1985274725275
SC24,2023-12-13,8,492.8105432900431
SC24,2023-12-13,9,543.5031031746032
SC24,2023-12-13,10,500.1427536075036
SC24,2023-12-13,11,141.60317857142857
SC24,2023-12-13,12,495.51766053391054
SC24,2023-12-13,13,602.5652204184703
SC24,2023-12-13,14,553.9458650793651
SC24,2023-12-13,15,454.9999087301587
SC24,2023-12-13,16,475.4496814019314
SC24,2023-12-13,17,593.2083322510821
SC24,2023-12-13,18,548.0887738095239
SC24,2023-12-13,19,208.11217063492063
SC24,2023-12-13,20,77.20792063492063
SC24,2023-12-13,21,52.5
SC24,2023-12-13,22,6.79
SC24,2023-12-13,23,0.73
SC24,2023-12-14,0,288.49
SC24,2023-12-14,1,978.45
SC24,2023-12-14,2,1087.8
SC24,2023-12-14,3,954.8
SC24,2023-12-14,4,957.06
SC24,2023-12-14,5,535.484642857143
SC24,2023-12-14,6,293.6191547619048
SC24,2023-12-14,7,396.3896547619048
SC24,2023-12-14,8,541.0670472582971
SC24,2023-12-14,9,487.0929678932181
SC24,2023-12-14,10,490.7316190476189
SC24,2023-12-14,11,54.64783333333333
SC24,2023-12-14,12,552.9965357142858
SC24,2023-12-14,13,573.0584523809524
SC24,2023-12-14,14,568.1989119769121
SC24,2023-12-14,15,496.2140317460318
SC24,2023-12-14,16,488.4180656565656
SC24,2023-12-14,17,526.1795728715729
SC24,2023-12-14,18,499.0304484126986
SC24,2023-12-14,19,151.93012301587302
SC24,2023-12-14,20,36.250506132756136
SC24,2023-12-14,21,139.65678571428572
SC24,2023-12-14,22,35.69
SC24,2023-12-14,23,24.43
SC24,2023-12-15,0,273.03
SC24,2023-12-15,1,1002.83
SC24,2023-12-15,2,1118.37
SC24,2023-12-15,3,988.21
SC24,2023-12-15,4,1078.1
SC24,2023-12-15,5,209.6089761904762
SC24,2023-12-15,6,242.42303174603177
SC24,2023-12-15,7,422.54944047619057
SC24,2023-12-15,8,552.6192857142855
SC24,2023-12-15,9,563.6110873015873
SC24,2023-12-15,10,473.7770714285715
SC24,2023-12-15,11,44.569125901875886
SC24,2023-12-15,12,470.4431626984127
SC24,2023-12-15,13,597.2930912698413
SC24,2023-12-15,14,551.9061587301586
SC24,2023-12-15,15,453.6459642857144
SC24,2023-12-15,16,412.0922619047619
SC24,2023-12-15,17,473.0678412698412
SC24,2023-12-15,18,473.2228373015872
SC24,2023-12-15,19,92.6405634920635
SC24,2023-12-15,20,43.81460317460317
SC24,2023-12-15,21,52.31166666666667
SC24,2023-12-15,22,20.735
SC24,2023-12-15,23,9.895
SC24,2023-12-16,0,604.37
SC24,2023-12-16,1,1080.25
SC24,2023-12-16,2,1157.8
SC24,2023-12-16,3,1003.2083333333331
SC24,2023-12-16,4,1089.5583333333334
SC24,2023-12-16,5,376.6059761904762
SC24,2023-12-16,6,297.37540476190475
SC24,2023-12-16,7,379.7570119047618
SC24,2023-12-16,8,493.72018650793655
SC24,2023-12-16,9,530.0529523809524
SC24,2023-12-16,10,555.669492063492
SC24,2023-12-16,11,228.33983333333333
SC24,2023-12-16,12,595.2619484126984
SC24,2023-12-16,13,617.1998611111111
SC24,2023-12-16,14,604.1655833333333
SC24,2023-12-16,15,497.5858888888888
SC24,2023-12-16,16,469.3355
SC24,2023-12-16,17,574.0078888888889
SC24,2023-12-16,18,535.1541944444446
SC24,2023-12-16,19,238.89641269841263
SC24,2023-12-16,20,143.99846428571425
SC24,2023-12-16,21,73.84933333333333
SC24,2023-12-16,22,38.20666666666667
SC24,2023-12-16,23,13.106666666666666
SC24,2023-12-17,0,183.91
SC24,2023-12-17,1,733.04
SC24,2023-12-17,2,806.7
SC24,2023-12-17,3,720.13
SC24,2023-12-17,4,783.88
SC24,2023-12-17,5,562.3431666666667
SC24,2023-12-17,6,393.1836547619049
SC24,2023-12-17,7,505.7498650793651
SC24,2023-12-17,8,606.6177063492062
SC24,2023-12-17,9,578.6023214285715
SC24,2023-12-17,10,546.366615079365
SC24,2023-12-17,11,121.25661904761904
SC24,2023-12-17,12,542.4725238095239
SC24,2023-12-17,13,740.3324981962483
SC24,2023-12-17,14,547.0395476190475
SC24,2023-12-17,15,473.0343751803752
SC24,2023-12-17,16,493.6037380952381
SC24,2023-12-17,17,518.4509682539681
SC24,2023-12-17,18,515.7187420634922
SC24,2023-12-17,19,133.41006746031746
SC24,2023-12-17,20,28.515730158730157
SC24,2023-12-17,21,134.54033333333334
SC24,2023-12-17,22,37.04533333333333
SC24,2023-12-17,23,25.375333333333334
SC24,2023-12-18,0,734.49
SC24,2023-12-18,1,1086.05
SC24,2023-12-18,2,1130.24
SC24,2023-12-18,3,978.52
SC24,2023-12-18,4,979.9
SC24,2023-12-18,5,468.2431626984128
SC24,2023-12-18,6,174.91241269841265
SC24,2023-12-18,7,442.7113928571428
SC24,2023-12-18,8,567.6144007936506
SC24,2023-12-18,9,592.3269682539683
SC24,2023-12-18,10,420.2014404761904
SC24,2023-12-18,11,16.8354696969697
SC24,2023-12-18,12,483.2863055555556
SC24,2023-12-18,13,673.145888888889
SC24,2023-12-18,14,604.9056865079364
SC24,2023-12-18,15,470.0579920634919
SC24,2023-12-18,16,505.62072619047626
SC24,2023-12-18,17,526.2910476190476
SC24,2023-12-18,18,537.8579437229437
SC24,2023-12-18,19,102.84563492063494
SC24,2023-12-18,20,100.11345238095238
SC24,2023-12-18,21,44.27916666666666
SC24,2023-12-18,22,19.835833333333333
SC24,2023-12-18,23,17.465833333333336
SC24,2023-12-19,0,734.49
SC24,2023-12-19,1,1086.05
SC24,2023-12-19,2,1130.24
SC24,2023-12-19,3,978.52
SC24,2023-12-19,4,979.9
SC24,2023-12-19,5,438.5497063492063
SC24,2023-12-19,6,61.41105158730159
SC24,2023-12-19,7,351.8251706349206
SC24,2023-12-19,8,540.0095555555556
SC24,2023-12-19,9,533.5667658730158
SC24,2023-12-19,10,471.2271865079363
SC24,2023-12-19,11,123.32739177489177
SC24,2023-12-19,12,463.3569087301588
SC24,2023-12-19,13,634.5358293650796
SC24,2023-12-19,14,495.2043095238095
SC24,2023-12-19,15,518.6458906926405
SC24,2023-12-19,16,398.59367063492056
SC24,2023-12-19,17,502.6032182539682
SC24,2023-12-19,18,532.5279523809522
SC24,2023-12-19,19,138.11861904761906
SC24,2023-12-19,20,37.12784126984126
SC24,2023-12-19,21,20.1125
SC24,2023-12-19,22,4.29
SC24,2023-12-19,23,1.11
SC24,2023-12-20,0,734.49
SC24,2023-12-20,1,1086.05
SC24,2023-12-20,2,1130.24
SC24,2023-12-20,3,978.52
SC24,2023-12-20,4,979.9
SC24,2023-12-20,5,578.3435714285714
SC24,2023-12-20,6,159.42600144300147
SC24,2023-12-20,7,334.1985274725275
SC24,2023-12-20,8,492.8105432900431
SC24,2023-12-20,9,543.5031031746032
SC24,2023-12-20,10,500.1427536075036
SC24,2023-12-20,11,141.60317857142857
SC24,2023-12-20,12,495.51766053391054
SC24,2023-12-20,13,602.5652204184703
SC24,2023-12-20,14,553.9458650793651
SC24,2023-12-20,15,454.9999087301587
SC24,2023-12-20,16,475.4496814019314
SC24,2023-12-20,17,593.2083322510821
SC24,2023-12-20,18,548.0887738095239
SC24,2023-12-20,19,208.11217063492063
SC24,2023-12-20,20,77.20792063492063
SC24,2023-12-20,21,52.5
SC24,2023-12-20,22,6.79
SC24,2023-12-20,23,0.73
SC24,2023-12-21,0,288.49
SC24,2023-12-21,1,978.45
SC24,2023-12-21,2,1087.8
SC24,2023-12-21,3,954.8
SC24,2023-12-21,4,957.06
SC24,2023-12-21,5,535.484642857143
SC24,2023-12-21,6,293.6191547619048
SC24,2023-12-21,7,396.3896547619048
SC24,2023-12-21,8,541.0670472582971
SC24,2023-12-21,9,487.0929678932181
SC24,2023-12-21,10,490.7316190476189
SC24,2023-12-21,11,54.64783333333333
SC24,2023-12-21,12,552.9965357142858
SC24,2023-12-21,13,573.0584523809524
SC24,2023-12-21,14,568.1989119769121
SC24,2023-12-21,15,496.2140317460318
SC24,2023-12-21,16,488.4180656565656
SC24,2023-12-21,17,526.1795728715729
SC24,2023-12-21,18,499.0304484126986
SC24,2023-12-21,19,151.93012301587302
SC24,2023-12-21,20,36.250506132756136
SC24,2023-12-21,21,139.65678571428572
SC24,2023-12-21,22,35.69
SC24,2023-12-21,23,24.43
SC24,2023-12-22,0,273.03
SC24,2023-12-22,1,1002.83
SC24,2023-12-22,2,1118.37
SC24,2023-12-22,3,988.21
SC24,2023-12-22,4,1078.1
SC24,2023-12-22,5,209.6089761904762
SC24,2023-12-22,6,242.42303174603177
SC24,2023-12-22,7,422.54944047619057
SC24,2023-12-22,8,552.6192857142855
SC24,2023-12-22,9,563.6110873015873
SC24,2023-12-22,10,473.7770714285715
SC24,2023-12-22,11,44.569125901875886
SC24,2023-12-22,12,470.4431626984127
SC24,2023-12-22,13,597.2930912698413
SC24,2023-12-22,14,551.9061587301586
SC24,2023-12-22,15,453.6459642857144
SC24,2023-12-22,16,412.0922619047619
SC24,2023-12-22,17,473.0678412698412
SC24,2023-12-22,18,473.2228373015872
SC24,2023-12-22,19,92.6405634920635
SC24,2023-12-22,20,43.81460317460317
SC24,2023-12-22,21,52.31166666666667
SC24,2023-12-22,22,20.735
SC24,2023-12-22,23,9.895
SC24,2023-12-23,0,604.37
SC24,2023-12-23,1,1080.25
SC24,2023-12-23,2,1157.8
SC24,2023-12-23,3,1003.2083333333331
SC24,2023-12-23,4,1089.5583333333334
SC24,2023-12-23,5,376.6059761904762
SC24,2023-12-23,6,297.37540476190475
SC24,2023-12-23,7,379.7570119047618
SC24,2023-12-23,8,493.72018650793655
SC24,2023-12-23,9,530.0529523809524
SC24,2023-12-23,10,555.669492063492
SC24,2023-12-23,11,228.33983333333333
SC24,2023-12-23,12,595.2619484126984
SC24,2023-12-23,13,617.1998611111111
SC24,2023-12-23,14,604.1655833333333
SC24,2023-12-23,15,497.5858888888888
SC24,2023-12-23,16,469.3355
SC24,2023-12-23,17,574.0078888888889
SC24,2023-12-23,18,535.1541944444446
SC24,2023-12-23,19,238.89641269841263
SC24,2023-12-23,20,143.99846428571425
SC24,2023-12-23,21,73.84933333333333
SC24,2023-12-23,22,38.20666666666667
SC24,2023-12-23,23,13.106666666666666
SC24,2023-12-24,0,183.91
SC24,2023-12-24,1,733.04
SC24,2023-12-24,2,806.7
SC24,2023-12-24,3,720.13
SC24,2023-12-24,4,783.88
SC24,2023-12-24,5,562.3431666666667
SC24,2023-12-24,6,393.1836547619049
SC24,2023-12-24,7,505.7498650793651
SC24,2023-12-24,8,606.6177063492062
SC24,2023-12-24,9,578.6023214285715
SC24,2023-12-24,10,546.366615079365
SC24,2023-12-24,11,121.25661904761904
SC24,2023-12-24,12,542.4725238095239
SC24,2023-12-24,13,740.3324981962483
SC24,2023-12-24,14,547.0395476190475
SC24,2023-12-24,15,473.0343751803752
SC24,2023-12-24,16,493.6037380952381
SC24,2023-12-24,17,518.4509682539681
SC24,2023-12-24,18,515.7187420634922
SC24,2023-12-24,19,133.41006746031746
SC24,2023-12-24,20,28.515730158730157
SC24,2023-12-24,21,134.54033333333334
SC24,2023-12-24,22,37.04533333333333
SC24,2023-12-24,23,25.375333333333334
SC24,2023-12-25,0,734.49
SC24,2023-12-25,1,1086.05
SC24,2023-12-25,2,1130.24
SC24,2023-12-25,3,978.52
SC24,2023-12-25,4,979.9
SC24,2023-12-25,5,468.2431626984128
SC24,2023-12-25,6,174.91241269841265
SC24,2023-12-25,7,442.7113928571428
SC24,2023-12-25,8,567.6144007936506
SC24,2023-12-25,9,592.3269682539683
SC24,2023-12-25,10,420.2014404761904
SC24,2023-12-25,11,16.8354696969697
SC24,2023-12-25,12,483.2863055555556
SC24,2023-12-25,13,673.145888888889
SC24,2023-12-25,14,604.9056865079364
SC24,2023-12-25,15,470.0579920634919
SC24,2023-12-25,16,505.62072619047626
SC24,2023-12-25,17,526.2910476190476
SC24,2023-12-25,18,537.8579437229437
SC24,2023-12-25,19,102.84563492063494
SC24,2023-12-25,20,100.11345238095238
SC24,2023-12-25,21,44.27916666666666
SC24,2023-12-25,22,19.835833333333333
SC24,2023-12-25,23,17.465833333333336
SC24,2023-12-26,0,734.49
SC24,2023-12-26,1,1086.05
SC24,2023-12-26,2,1130.24
SC24,2023-12-26,3,978.52
SC24,2023-12-26,4,979.9
SC24,2023-12-26,5,438.5497063492063
SC24,2023-12-26,6,61.41105158730159
SC24,2023-12-26,7,351.8251706349206
SC24,2023-12-26,8,540.0095555555556
SC24,2023-12-26,9,533.5667658730158
SC24,2023-12-26,10,471.2271865079363
SC24,2023-12-26,11,123.32739177489177
SC24,2023-12-26,12,463.3569087301588
SC24,2023-12-26,13,634.5358293650796
SC24,2023-12-26,14,495.2043095238095
SC24,2023-12-26,15,518.6458906926405
SC24,2023-12-26,16,398.59367063492056
SC24,2023-12-26,17,502.6032182539682
SC24,2023-12-26,18,532.5279523809522
SC24,2023-12-26,19,138.11861904761906
SC24,2023-12-26,20,37.12784126984126
SC24,2023-12-26,21,20.1125
SC24,2023-12-26,22,4.29
SC24,2023-12-26,23,1.11
SC24,2023-12-27,0,734.49
SC24,2023-12-27,1,1086.05
SC24,2023-12-27,2,1130.24
SC24,2023-12-27,3,978.52
SC24,2023-12-27,4,979.9
SC24,2023-12-27,5,578.3435714285714
SC24,2023-12-27,6,159.42600144300147
SC24,2023-12-27,7,334.1985274725275
SC24,2023-12-27,8,492.8105432900431
SC24,2023-12-27,9,543.5031031746032
SC24,2023-12-27,10,500.1427536075036
SC24,2023-12-27,11,141.60317857142857
SC24,2023-12-27,12,495.51766053391054
SC24,2023-12-27,13,602.5652204184703
SC24,2023-12-27,14,553.9458650793651
SC24,2023-12-27,15,454.9999087301587
SC24,2023-12-27,16,475.4496814019314
SC24,2023-12-27,17,593.2083322510821
SC24,2023-12-27,18,548.0887738095239
SC24,2023-12-27,19,208.11217063492063
SC24,2023-12-27,20,77.20792063492063
SC24,2023-12-27,21,52.5
SC24,2023-12-27,22,6.79
SC24,2023-12-27,23,0.73
SC24,2023-12-28,0,288.49
SC24,2023-12-28,1,978.45
SC24,2023-12-28,2,1087.8
SC24,2023-12-28,3,954.8
SC24,2023-12-28,4,957.06
SC24,2023-12-28,5,535.484642857143
SC24,2023-12-28,6,293.6191547619048
SC24,2023-12-28,7,396.3896547619048
SC24,2023-12-28,8,541.0670472582971
SC24,2023-12-28,9,487.0929678932181
SC24,2023-12-28,10,490.7316190476189
SC24,2023-12-28,11,54.64783333333333
SC24,2023-12-28,12,552.9965357142858
SC24,2023-12-28,13,573.0584523809524
SC24,2023-12-28,14,568.1989119769121
SC24,2023-12-28,15,496.2140317460318
SC24,2023-12-28,16,488.4180656565656
SC24,2023-12-28,17,526.1795728715729
SC24,2023-12-28,18,499.0304484126986
SC24,2023-12-28,19,151.93012301587302
SC24,2023-12-28,20,36.250506132756136
SC24,2023-12-28,21,139.65678571428572
SC24,2023-12-28,22,35.69
SC24,2023-12-28,23,24.43
SC24,2023-12-29,0,273.03
SC24,2023-12-29,1,1002.83
SC24,2023-12-29,2,1118.37
SC24,2023-12-29,3,988.21
SC24,2023-12-29,4,1078.1
