center,日期,hour,value
SC35,2023/11/6,0,813.0
SC35,2023/11/26,4,1183.0
SC35,2023/11/22,6,55.0
SC35,2023/11/30,13,86.0
SC35,2023/11/1,22,3861.5
SC35,2023/11/14,6,0.0
SC35,2023/11/17,14,169.0
SC35,2023/11/24,1,1762.0
SC35,2023/11/18,13,460.0
SC35,2023/11/1,1,1972.0
SC35,2023/11/14,21,2874.0
SC35,2023/11/1,2,1666.0
SC35,2023/11/20,6,0.0
SC35,2023/11/18,23,1677.0
SC35,2023/11/10,15,184.0
SC35,2023/11/26,23,1086.0
SC35,2023/11/30,23,1645.0
SC35,2023/11/8,11,1350.0
SC35,2023/11/10,6,35.0
SC35,2023/11/18,15,126.0
SC35,2023/11/6,1,2079.0
SC35,2023/11/17,16,81.0
SC35,2023/11/22,22,3517.0
SC35,2023/11/29,5,1356.0
SC35,2023/11/30,9,1608.0
SC35,2023/11/3,14,213.0
SC35,2023/11/23,1,1827.0
SC35,2023/11/21,2,1293.0
SC35,2023/11/21,20,3142.0
SC35,2023/11/16,5,1220.0
SC35,2023/11/9,8,836.0
SC35,2023/11/19,0,437.0
SC35,2023/11/9,10,1467.0
SC35,2023/11/11,12,1461.0
SC35,2023/11/18,19,2775.0
SC35,2023/11/25,1,1824.0
SC35,2023/11/20,4,1125.0
SC35,2023/11/10,11,1551.0
SC35,2023/11/10,23,2884.0
SC35,2023/11/16,13,104.0
SC35,2023/11/14,5,1485.0
SC35,2023/11/13,3,1875.0
SC35,2023/11/10,22,3385.0
SC35,2023/11/17,20,2854.0
SC35,2023/11/7,17,161.0
SC35,2023/11/23,17,116.0
SC35,2023/11/10,7,1.0
SC35,2023/11/18,18,2139.0
SC35,2023/11/4,0,892.0
SC35,2023/11/30,7,0.0
SC35,2023/11/12,18,2260.0
SC35,2023/11/7,6,33.0
SC35,2023/11/23,6,5.0
SC35,2023/11/28,22,3276.0
SC35,2023/11/14,1,2208.0
SC35,2023/11/3,16,176.0
SC35,2023/11/4,7,2.0
SC35,2023/11/16,0,653.0
SC35,2023/11/30,22,3250.0
SC35,2023/11/28,7,0.0
SC35,2023/11/27,16,115.0
SC35,2023/11/20,13,434.0
SC35,2023/11/26,9,1539.0
SC35,2023/11/13,15,188.0
SC35,2023/11/7,0,530.0
SC35,2023/11/27,3,1241.0
SC35,2023/11/26,15,115.0
SC35,2023/11/12,9,1877.0
SC35,2023/11/15,2,1954.0
SC35,2023/11/11,8,1793.625
SC35,2023/11/27,11,1176.0
SC35,2023/11/23,10,1629.0
SC35,2023/11/26,18,2345.0
SC35,2023/11/2,6,363.75
SC35,2023/11/9,12,1284.0
SC35,2023/11/8,9,1933.0
SC35,2023/11/11,16,288.875
SC35,2023/11/1,21,3515.75
SC35,2023/11/3,8,1298.0
SC35,2023/11/30,19,2385.0
SC35,2023/11/24,18,2252.0
SC35,2023/11/28,19,2778.0
SC35,2023/11/15,23,1901.0
SC35,2023/11/15,4,1675.0
SC35,2023/11/4,22,2910.0
SC35,2023/11/1,12,1571.0
SC35,2023/11/25,16,87.0
SC35,2023/11/24,21,3045.0
SC35,2023/11/25,22,3324.0
SC35,2023/11/20,1,1975.0
SC35,2023/11/15,13,92.0
SC35,2023/11/3,7,29.375
SC35,2023/11/19,18,1908.0
SC35,2023/11/18,3,1500.0
SC35,2023/11/28,9,1376.0
SC35,2023/11/9,17,105.0
SC35,2023/11/19,22,3319.0
SC35,2023/11/11,22,3588.0
SC35,2023/11/4,9,1843.0
SC35,2023/11/17,17,77.0
SC35,2023/11/11,7,29.375
SC35,2023/11/17,10,1606.0
SC35,2023/11/12,1,2450.0
SC35,2023/11/27,15,134.0
SC35,2023/11/8,1,1854.0
SC35,2023/11/16,10,1435.0
SC35,2023/11/14,8,1632.0
SC35,2023/11/3,6,0.0
SC35,2023/11/24,13,203.0
SC35,2023/11/25,12,654.0
SC35,2023/11/3,21,2693.75
SC35,2023/11/28,17,68.0
SC35,2023/11/5,9,1592.0
SC35,2023/11/3,12,1352.0
SC35,2023/11/15,9,1862.0
SC35,2023/11/19,20,2910.0
SC35,2023/11/24,4,1352.0
SC35,2023/11/24,23,2002.0
SC35,2023/11/19,5,1934.0
SC35,2023/11/15,16,95.0
SC35,2023/11/30,11,1449.0
SC35,2023/11/15,20,3044.0
SC35,2023/11/4,11,1875.0
SC35,2023/11/25,8,1004.0
SC35,2023/11/7,9,1444.0
SC35,2023/11/16,6,6.0
SC35,2023/11/11,21,3438.0
SC35,2023/11/8,18,1782.0
SC35,2023/11/7,21,2984.0
SC35,2023/11/23,12,740.0
SC35,2023/11/18,1,1815.0
SC35,2023/11/1,16,288.875
SC35,2023/11/12,8,1793.625
SC35,2023/11/19,2,1467.0
SC35,2023/11/23,21,3203.0
SC35,2023/11/26,1,1891.0
SC35,2023/11/29,7,5.0
SC35,2023/11/2,7,29.375
SC35,2023/11/13,18,2419.0
SC35,2023/11/25,21,3209.0
SC35,2023/11/20,3,1324.0
SC35,2023/11/30,17,104.0
SC35,2023/11/21,8,1156.0
SC35,2023/11/5,0,547.0
SC35,2023/11/9,23,1123.0
SC35,2023/11/15,21,3272.0
SC35,2023/11/17,7,0.0
SC35,2023/11/18,2,1622.0
SC35,2023/11/15,12,1103.0
SC35,2023/11/14,3,1267.0
SC35,2023/11/18,20,2955.0
SC35,2023/11/9,13,754.0
SC35,2023/11/26,20,3109.0
SC35,2023/11/22,3,1386.0
SC35,2023/11/17,22,3033.0
SC35,2023/11/7,10,1378.0
SC35,2023/11/28,0,309.0
SC35,2023/11/23,20,3050.0
SC35,2023/11/7,2,1459.0
SC35,2023/11/15,1,1895.0
SC35,2023/11/18,21,3039.0
SC35,2023/11/5,15,162.0
SC35,2023/11/23,2,1081.75
SC35,2023/11/13,10,1648.0
SC35,2023/11/24,3,1492.0
SC35,2023/11/25,7,0.0
SC35,2023/11/26,3,1535.0
SC35,2023/11/14,16,169.0
SC35,2023/11/5,5,1912.0
SC35,2023/11/10,14,162.0
SC35,2023/11/20,16,95.0
SC35,2023/11/26,21,3368.0
SC35,2023/11/13,17,252.125
SC35,2023/11/12,7,29.375
SC35,2023/11/16,14,195.0
SC35,2023/11/22,16,101.0
SC35,2023/11/26,2,1535.0
SC35,2023/11/7,20,2616.0
SC35,2023/11/26,12,945.0
SC35,2023/11/27,22,3315.0
SC35,2023/11/27,7,0.0
SC35,2023/11/24,12,1232.0
SC35,2023/11/19,14,153.0
SC35,2023/11/3,22,3021.0
SC35,2023/11/9,6,363.75
SC35,2023/11/19,16,75.0
SC35,2023/11/17,3,1444.0
SC35,2023/11/10,1,1846.0
SC35,2023/11/11,2,1858.0
SC35,2023/11/18,0,443.0
SC35,2023/11/2,18,2309.0
SC35,2023/11/21,7,11.0
SC35,2023/11/3,2,2037.75
SC35,2023/11/12,22,3206.0
SC35,2023/11/26,0,357.0
SC35,2023/11/15,5,1418.0
SC35,2023/11/15,15,126.0
SC35,2023/11/11,20,3314.0
SC35,2023/11/10,0,758.0
SC35,2023/11/25,2,1479.0
SC35,2023/11/6,12,784.0
SC35,2023/11/8,7,0.0
SC35,2023/11/29,18,2154.0
SC35,2023/11/17,18,2568.0
SC35,2023/11/23,3,1398.0
SC35,2023/11/16,20,2888.0
SC35,2023/11/26,16,109.0
SC35,2023/11/9,11,1137.0
SC35,2023/11/9,19,3189.0
SC35,2023/11/16,1,1940.0
SC35,2023/11/27,10,1376.0
SC35,2023/11/7,3,1562.0
SC35,2023/11/18,16,92.0
SC35,2023/11/25,20,2855.0
SC35,2023/11/8,22,3342.0
SC35,2023/11/4,8,1203.0
SC35,2023/11/16,2,1434.0
SC35,2023/11/21,22,2957.0
SC35,2023/11/27,17,83.0
SC35,2023/11/10,2,1185.0
SC35,2023/11/24,14,139.0
SC35,2023/11/28,8,905.0
SC35,2023/11/21,3,1445.0
SC35,2023/11/22,1,1749.0
SC35,2023/11/3,20,2542.625
SC35,2023/11/6,21,2926.0
SC35,2023/11/30,8,455.0
SC35,2023/11/1,14,388.125
SC35,2023/11/10,20,3373.625
SC35,2023/11/14,19,2764.0
SC35,2023/11/23,23,2072.0
SC35,2023/11/7,23,1492.0
SC35,2023/11/3,0,942.0
SC35,2023/11/6,5,1567.0
SC35,2023/11/1,6,363.75
SC35,2023/11/11,0,341.0
SC35,2023/11/8,3,1331.0
SC35,2023/11/6,15,124.0
SC35,2023/11/27,14,166.0
SC35,2023/11/23,13,486.0
SC35,2023/11/10,9,1326.0
SC35,2023/11/12,3,1875.5
SC35,2023/11/25,0,225.0
SC35,2023/11/20,19,3202.75
SC35,2023/11/24,6,0.0
SC35,2023/11/22,11,1443.0
SC35,2023/11/5,17,94.0
SC35,2023/11/22,19,2773.0
SC35,2023/11/20,11,1565.0
SC35,2023/11/16,9,1501.0
SC35,2023/11/23,4,1668.0
SC35,2023/11/14,11,1926.0
SC35,2023/11/13,2,2037.75
SC35,2023/11/13,20,2897.0
SC35,2023/11/7,4,1223.0
SC35,2023/11/7,13,96.0
SC35,2023/11/5,10,1487.0
SC36,2023/11/12,16,132.0
SC36,2023/11/25,9,59.0
SC36,2023/11/28,12,2.0
SC36,2023/11/3,23,0.0
SC36,2023/11/30,16,56.0
SC36,2023/11/5,18,87.0
SC36,2023/11/2,21,41.0
SC36,2023/11/11,5,85.0
SC36,2023/11/24,11,97.0
SC36,2023/11/11,15,134.375
SC36,2023/11/1,19,45.0
SC36,2023/11/25,15,46.0
SC36,2023/11/29,14,104.0
SC36,2023/11/1,11,153.5
SC36,2023/11/6,23,0.0
SC36,2023/11/26,14,49.0
SC36,2023/11/9,9,98.0
SC36,2023/11/21,18,42.0
SC36,2023/11/3,9,107.0
SC36,2023/11/30,12,2.0
SC36,2023/11/27,16,36.0
SC36,2023/11/10,11,123.0
SC36,2023/11/25,13,42.0
SC36,2023/11/29,12,2.0
SC36,2023/11/15,10,101.0
SC36,2023/11/30,17,54.0
SC36,2023/11/28,17,43.0
SC36,2023/11/18,11,60.0
SC36,2023/11/3,15,132.0
SC36,2023/11/19,23,0.0
SC36,2023/11/24,19,0.0
SC36,2023/11/2,14,127.0
SC36,2023/11/30,19,0.0
SC36,2023/11/1,18,64.0
SC36,2023/11/27,18,51.0
SC36,2023/11/20,14,46.0
SC36,2023/11/29,10,113.0
SC36,2023/11/10,21,105.0
SC36,2023/11/7,16,80.0
SC36,2023/11/14,14,83.0
SC36,2023/11/23,16,58.0
SC36,2023/11/2,10,113.0
SC36,2023/11/22,14,69.0
SC36,2023/11/5,13,95.0
SC36,2023/11/10,12,8.0
SC36,2023/11/2,17,121.0
SC36,2023/11/5,23,0.0
SC36,2023/11/16,12,2.0
SC36,2023/11/29,17,61.0
SC36,2023/11/14,18,44.0
SC36,2023/11/5,16,90.0
SC36,2023/11/29,13,88.0
SC36,2023/11/24,10,106.0
SC36,2023/11/29,23,0.0
SC36,2023/11/8,15,95.0
SC36,2023/11/22,18,90.0
SC36,2023/11/12,15,134.375
SC36,2023/11/13,11,104.0
SC36,2023/11/13,19,1.0
SC36,2023/11/1,17,132.625
SC36,2023/11/2,23,0.0
SC36,2023/11/16,13,72.0
SC36,2023/11/24,17,43.0
SC36,2023/11/22,15,72.0
SC36,2023/11/26,19,9.0
SC36,2023/11/26,11,52.0
SC36,2023/11/27,23,0.0
SC36,2023/11/20,17,52.0
SC36,2023/11/14,17,53.0
SC36,2023/11/21,9,80.0
SC36,2023/11/22,17,69.0
SC36,2023/11/12,0,9.0
SC36,2023/11/9,14,113.0
SC36,2023/11/27,13,83.0
SC36,2023/11/20,10,106.0
SC36,2023/11/22,10,85.0
SC36,2023/11/17,9,62.0
SC36,2023/11/10,10,123.0
SC36,2023/11/16,10,87.0
SC36,2023/11/30,10,143.0
SC36,2023/11/16,17,71.0
SC36,2023/11/8,10,124.0
SC36,2023/11/24,16,44.0
SC36,2023/11/5,19,5.0
SC36,2023/11/12,10,153.375
SC36,2023/11/6,16,73.0
SC36,2023/11/23,14,95.0
SC36,2023/11/28,18,49.0
SC36,2023/11/12,17,131.0
SC36,2023/11/22,12,3.0
SC36,2023/11/3,14,128.0
SC36,2023/11/2,13,86.0
SC36,2023/11/15,19,0.0
SC36,2023/11/11,14,182.875
SC36,2023/11/19,10,104.0
SC36,2023/11/5,14,80.0
SC36,2023/11/12,13,156.625
SC36,2023/11/12,23,0.0
SC36,2023/11/19,17,49.0
SC36,2023/11/29,19,7.0
SC36,2023/11/2,19,45.0
SC36,2023/11/8,23,0.0
SC36,2023/11/13,9,78.0
SC36,2023/11/6,9,87.0
SC36,2023/11/8,16,100.0
SC36,2023/11/19,13,100.0
SC36,2023/11/20,18,28.0
SC36,2023/11/7,18,48.0
SC36,2023/11/2,11,88.0
SC36,2023/11/1,8,188.5
SC36,2023/11/4,18,73.0
SC36,2023/11/5,11,98.0
SC36,2023/11/24,13,56.0
SC36,2023/11/19,15,40.0
SC36,2023/11/11,6,132.0
SC36,2023/11/7,9,83.0
SC36,2023/11/6,19,30.0
SC36,2023/11/6,11,94.0
SC36,2023/11/29,16,72.0
SC36,2023/11/13,14,97.0
SC36,2023/11/3,18,60.0
SC36,2023/11/25,18,18.0
SC36,2023/11/11,18,41.0
SC36,2023/11/30,15,55.0
SC36,2023/11/28,15,52.0
SC36,2023/11/23,18,53.0
SC36,2023/11/29,11,101.0
SC36,2023/11/4,15,61.0
SC36,2023/11/14,12,1.0
SC36,2023/11/7,14,112.0
SC36,2023/11/2,8,49.0
SC36,2023/11/8,17,83.0
SC36,2023/11/10,17,67.0
SC36,2023/11/27,15,53.0
SC36,2023/11/14,10,100.0
SC36,2023/11/2,20,94.0
SC36,2023/11/14,9,72.0
SC36,2023/11/27,12,5.0
SC36,2023/11/6,13,88.0
SC36,2023/11/13,16,23.0
SC36,2023/11/1,15,134.375
SC36,2023/11/7,19,1.0
SC36,2023/11/23,11,86.0
SC36,2023/11/22,9,67.0
SC36,2023/11/20,9,85.0
SC36,2023/11/29,20,1.0
SC36,2023/11/5,9,61.0
SC36,2023/11/2,22,0.0
SC36,2023/11/15,14,97.0
SC36,2023/11/7,11,123.0
SC36,2023/11/8,9,74.0
SC36,2023/11/28,11,97.0
SC36,2023/11/16,15,54.0
SC36,2023/11/15,17,58.0
SC36,2023/11/2,12,0.0
SC36,2023/11/19,11,107.0
SC36,2023/11/25,11,45.5
SC36,2023/11/8,14,117.0
SC36,2023/11/3,13,126.0
SC36,2023/11/12,14,154.0
SC36,2023/11/11,23,0.0
SC36,2023/11/23,19,4.0
SC36,2023/11/24,15,52.0
SC36,2023/11/11,13,156.625
SC36,2023/11/21,15,75.0
SC36,2023/11/11,9,119.75
SC36,2023/11/1,9,119.75
SC36,2023/11/17,13,80.0
SC36,2023/11/4,12,2.0
SC36,2023/11/18,14,65.0
SC36,2023/11/16,16,73.0
SC36,2023/11/25,16,39.0
SC36,2023/11/3,16,114.0
SC36,2023/11/24,9,59.0
SC36,2023/11/28,16,44.0
SC36,2023/11/13,13,85.0
SC36,2023/11/10,18,47.0
SC36,2023/11/10,16,54.0
SC36,2023/11/6,10,102.0
SC36,2023/11/8,13,114.0
SC36,2023/11/5,15,80.0
SC36,2023/11/18,10,92.0
SC36,2023/11/29,15,76.0
SC36,2023/11/26,17,60.0
SC36,2023/11/21,13,38.0
SC36,2023/11/18,17,36.0
SC36,2023/11/17,11,56.0
SC36,2023/11/15,18,50.0
SC36,2023/11/14,15,45.0
SC36,2023/11/10,13,100.0
SC36,2023/11/6,17,60.0
SC36,2023/11/23,8,0.0
SC36,2023/11/2,15,111.0
SC36,2023/11/1,10,153.375
SC36,2023/11/20,15,40.0
SC36,2023/11/4,16,141.0
SC36,2023/11/13,15,40.0
SC36,2023/11/27,19,9.0
SC36,2023/11/18,18,24.0
SC36,2023/11/23,9,54.0
SC36,2023/11/7,15,99.0
SC36,2023/11/26,9,61.0
SC36,2023/11/10,19,12.0
SC36,2023/11/20,23,0.0
SC36,2023/11/23,15,69.0
SC36,2023/11/2,16,110.0
SC36,2023/11/18,9,50.0
SC36,2023/11/16,19,24.0
SC36,2023/11/1,23,0.0
SC36,2023/11/16,11,86.0
SC36,2023/11/9,18,57.0
SC36,2023/11/21,10,96.0
SC36,2023/11/21,17,48.0
SC36,2023/11/15,12,7.0
SC36,2023/11/23,17,49.0
SC36,2023/11/4,13,108.0
SC36,2023/11/30,13,98.0
SC36,2023/11/8,11,103.0
SC36,2023/11/25,10,63.0
SC36,2023/11/1,22,34.0
SC36,2023/11/1,7,136.0
SC36,2023/11/28,14,93.0
SC36,2023/11/17,15,59.0
SC36,2023/11/29,9,83.0
SC36,2023/11/8,19,16.0
SC36,2023/11/2,9,109.0
SC36,2023/11/17,19,0.0
SC36,2023/11/30,14,91.0
SC36,2023/11/12,19,35.0
SC36,2023/11/28,13,85.0
SC36,2023/11/25,17,27.0
SC36,2023/11/3,17,104.0
SC36,2023/11/6,18,57.0
SC36,2023/11/5,12,3.0
SC36,2023/11/4,23,0.0
SC36,2023/11/19,9,64.0
SC36,2023/11/27,0,0.0
SC36,2023/11/3,11,119.0
SC36,2023/11/4,14,33.0
SC36,2023/11/12,21,6.0
SC36,2023/11/12,12,2.0
SC36,2023/11/11,11,153.5
SC36,2023/11/8,12,3.0
SC36,2023/11/26,10,70.0
SC36,2023/11/3,19,45.0
SC36,2023/11/11,19,45.0
SC36,2023/11/25,19,0.0
SC36,2023/11/21,14,77.0
SC36,2023/11/10,23,0.0
SC36,2023/11/18,19,0.0
SC36,2023/11/21,12,2.0
SC36,2023/11/3,10,117.0
SC36,2023/11/11,17,130.0
SC36,2023/11/22,13,75.0
SC36,2023/11/9,15,77.0
SC36,2023/11/12,11,153.5
SC36,2023/11/17,14,86.0
SC36,2023/11/26,23,0.0
SC36,2023/11/11,10,147.0
SC36,2023/11/18,13,64.0
SC36,2023/11/1,20,117.0
SC36,2023/11/18,23,0.0
SC36,2023/11/21,16,67.0
SC36,2023/11/11,12,14.5
SC36,2023/11/27,9,61.0
SC36,2023/11/16,18,51.0
SC36,2023/11/17,10,101.0
SC36,2023/11/3,21,4.0
SC36,2023/11/26,13,51.0
SC36,2023/11/19,12,0.0
SC36,2023/11/25,14,35.0
SC36,2023/11/17,20,25.0
SC36,2023/11/15,11,92.0
SC36,2023/11/17,16,50.0
SC36,2023/11/26,15,42.0
SC36,2023/11/20,13,49.0
SC36,2023/11/17,21,0.0
SC36,2023/11/7,10,115.0
SC36,2023/11/26,18,46.0
SC36,2023/11/9,12,14.5
SC36,2023/11/30,18,62.0
SC36,2023/11/7,17,83.0
SC36,2023/11/27,11,99.0
SC36,2023/11/10,22,64.0
SC36,2023/11/17,12,5.0
SC36,2023/11/24,12,7.0
SC36,2023/11/15,13,73.0
SC36,2023/11/1,21,101.0
SC36,2023/11/14,13,60.0
SC36,2023/11/23,10,104.0
SC36,2023/11/25,12,0.0
SC36,2023/11/25,8,0.0
SC36,2023/11/11,8,115.0
SC36,2023/11/4,19,0.0
SC36,2023/11/3,8,31.0
SC36,2023/11/12,9,110.0
SC36,2023/11/30,11,141.0
SC36,2023/11/15,23,0.0
SC36,2023/11/8,18,80.0
SC36,2023/11/11,16,146.0
SC36,2023/11/28,9,80.0
SC36,2023/11/3,12,1.0
SC36,2023/11/28,19,9.0
SC36,2023/11/15,16,44.0
SC36,2023/11/3,22,0.0
SC36,2023/11/17,17,36.0
SC36,2023/11/19,18,17.0
SC36,2023/11/11,7,119.0
SC36,2023/11/4,9,61.0
SC36,2023/11/21,11,87.0
SC36,2023/11/21,19,7.0
SC36,2023/11/9,16,91.0
SC36,2023/11/30,9,82.0
SC36,2023/11/1,13,156.625
SC36,2023/11/9,10,123.0
SC36,2023/11/28,10,94.0
SC36,2023/11/6,14,72.0
SC36,2023/11/10,15,62.0
SC36,2023/11/18,15,44.0
SC36,2023/11/24,18,31.0
SC36,2023/11/12,8,22.0
SC36,2023/11/11,22,107.0
SC36,2023/11/4,11,115.0
SC36,2023/11/4,17,79.0
SC36,2023/11/9,17,52.0
SC36,2023/11/19,14,46.0
SC36,2023/11/1,12,14.5
SC36,2023/11/15,9,57.0
SC36,2023/11/7,12,5.0
SC36,2023/11/23,12,7.0
SC36,2023/11/4,10,116.0
SC36,2023/11/13,18,24.0
SC36,2023/11/1,16,159.0
SC36,2023/11/11,21,95.0
SC36,2023/11/9,13,116.0
SC36,2023/11/10,14,119.0
SC36,2023/11/22,16,79.0
SC36,2023/11/13,17,22.0
SC36,2023/11/26,12,0.0
SC36,2023/11/20,16,49.0
SC36,2023/11/16,14,65.0
SC36,2023/11/14,16,52.0
SC36,2023/11/1,14,160.0
SC36,2023/11/13,10,120.0
SC36,2023/11/18,12,6.0
SC36,2023/11/3,20,40.0
SC36,2023/11/2,18,32.0
SC36,2023/11/19,16,40.0
SC36,2023/11/9,11,86.0
SC36,2023/11/6,12,8.0
SC36,2023/11/11,20,98.0
SC36,2023/11/12,18,100.5
SC36,2023/11/27,10,88.0
SC36,2023/11/10,20,75.0
SC36,2023/11/17,18,24.0
SC36,2023/11/26,16,54.0
SC36,2023/11/9,19,6.0
SC36,2023/11/27,17,47.0
SC36,2023/11/18,16,29.0
SC36,2023/11/29,18,61.0
SC36,2023/11/24,14,45.0
SC36,2023/11/15,15,45.0
SC36,2023/11/10,9,72.0
SC36,2023/11/22,11,72.0
SC36,2023/11/7,23,0.0
SC36,2023/11/6,15,83.0
SC36,2023/11/14,19,0.0
SC36,2023/11/27,14,76.0
SC36,2023/11/5,10,98.0
SC36,2023/11/5,17,84.0
SC36,2023/11/23,13,80.0
SC36,2023/11/16,9,60.0
SC36,2023/11/14,11,64.0
SC36,2023/11/20,11,45.5
SC36,2023/11/22,19,9.0
SC36,2023/11/7,13,109.0
SC26,2023/11/1,19,109.625
SC26,2023/11/18,14,380.0
SC26,2023/11/18,8,436.0
SC26,2023/11/29,12,211.0
SC26,2023/11/13,8,613.0
SC26,2023/11/13,9,559.0
SC26,2023/11/19,11,246.0
SC26,2023/11/2,14,675.375
SC26,2023/11/28,20,17.0
SC26,2023/11/1,11,163.0
SC26,2023/11/24,19,46.0
SC26,2023/11/19,13,375.0
SC26,2023/11/3,15,321.0
SC26,2023/11/29,14,326.0
SC26,2023/11/25,15,364.0
SC26,2023/11/8,16,386.0
SC26,2023/11/24,11,145.0
SC26,2023/11/22,20,26.0
SC26,2023/11/20,20,13.0
SC26,2023/11/10,16,375.0
SC26,2023/11/9,9,528.0
SC26,2023/11/16,16,310.0
SC26,2023/11/21,18,409.0
SC26,2023/11/26,14,305.0
SC26,2023/11/7,15,430.0
SC26,2023/11/25,13,311.0
SC26,2023/11/2,12,268.0
SC26,2023/11/11,4,1009.0
SC26,2023/11/30,17,498.0
SC26,2023/11/4,10,528.0
SC26,2023/11/10,8,880.0
SC26,2023/11/18,7,238.0
SC26,2023/11/3,14,568.0
SC26,2023/11/30,18,302.0
SC26,2023/11/19,12,156.0
SC26,2023/11/10,18,324.0
SC26,2023/11/16,18,322.0
SC26,2023/11/24,10,391.0
SC26,2023/11/1,10,636.0
SC26,2023/11/20,12,170.0
SC26,2023/11/8,10,600.0
SC26,2023/11/12,10,769.0
SC26,2023/11/5,18,347.0
SC26,2023/11/6,9,660.0
SC26,2023/11/11,5,818.0
SC26,2023/11/22,14,320.0
SC26,2023/11/14,14,427.0
SC26,2023/11/20,14,303.0
SC26,2023/11/2,17,444.0
SC26,2023/11/7,16,396.0
SC26,2023/11/2,10,506.0
SC26,2023/11/29,10,408.0
SC26,2023/11/23,16,204.0
SC26,2023/11/29,17,362.0
SC26,2023/11/5,13,466.0
SC26,2023/11/27,18,374.0
SC26,2023/11/23,17,334.0
SC26,2023/11/16,7,333.0
SC26,2023/11/21,17,303.0
SC26,2023/11/10,12,268.0
SC26,2023/11/16,12,185.0
SC26,2023/11/12,5,533.0
SC26,2023/11/8,15,431.0
SC26,2023/11/24,17,303.0
SC26,2023/11/20,18,388.0
SC26,2023/11/23,7,253.0
SC26,2023/11/13,11,297.0
SC26,2023/11/13,19,26.0
SC26,2023/11/27,20,19.0
SC26,2023/11/16,13,379.0
SC26,2023/11/26,11,190.0
SC26,2023/11/21,14,354.0
SC26,2023/11/26,19,0.0
SC26,2023/11/14,15,363.0
SC26,2023/11/9,7,434.0
SC26,2023/11/17,21,0.0
SC26,2023/11/5,7,385.0
SC26,2023/11/19,15,271.0
SC26,2023/11/27,13,340.0
SC26,2023/11/26,7,258.0
SC26,2023/11/14,17,394.0
SC26,2023/11/20,10,418.0
SC26,2023/11/16,8,384.0
SC26,2023/11/21,9,562.0
SC26,2023/11/9,14,511.0
SC26,2023/11/20,17,314.0
SC26,2023/11/22,17,315.0
SC26,2023/11/14,10,498.0
SC26,2023/11/17,9,440.0
SC26,2023/11/26,8,456.0
SC26,2023/11/8,8,645.0
SC26,2023/11/6,14,525.0
SC26,2023/11/5,11,281.0
SC26,2023/11/12,8,928.125
SC26,2023/11/7,14,474.0
SC26,2023/11/22,21,0.0
SC26,2023/11/12,17,579.0
SC26,2023/11/8,17,494.0
SC26,2023/11/13,7,371.0
SC26,2023/11/14,12,194.0
SC26,2023/11/5,19,0.0
SC26,2023/11/1,2,1122.0
SC26,2023/11/19,21,0.0
SC26,2023/11/28,18,322.0
SC26,2023/11/12,16,399.0
SC26,2023/11/13,12,219.0
SC26,2023/11/11,15,497.0
SC26,2023/11/24,20,27.0
SC26,2023/11/22,12,149.0
SC26,2023/11/23,21,6.0
SC26,2023/11/13,18,416.0
SC26,2023/11/15,11,122.0
SC26,2023/11/6,8,579.0
SC26,2023/11/11,14,675.375
SC26,2023/11/23,18,302.0
SC26,2023/11/30,15,423.0
SC26,2023/11/6,7,499.0
SC26,2023/11/19,10,368.0
SC26,2023/11/28,15,308.0
SC26,2023/11/19,17,314.0
SC26,2023/11/1,8,309.0
SC26,2023/11/24,8,459.0
SC26,2023/11/7,7,498.0
SC26,2023/11/5,16,420.0
SC26,2023/11/7,18,327.0
SC26,2023/11/5,14,376.0
SC26,2023/11/2,19,37.0
SC26,2023/11/4,15,425.0
SC26,2023/11/29,13,317.0
SC26,2023/11/2,13,397.0
SC26,2023/11/1,17,734.25
SC26,2023/11/14,18,403.0
SC26,2023/11/22,18,375.0
SC26,2023/11/12,15,440.0
SC26,2023/11/15,19,49.0
SC26,2023/11/2,8,549.0
SC26,2023/11/25,10,433.0
SC26,2023/11/2,9,476.0
SC26,2023/11/29,16,322.0
SC26,2023/11/8,20,3.0
SC26,2023/11/2,16,316.0
SC26,2023/11/21,10,544.0
SC26,2023/11/17,8,458.0
SC26,2023/11/3,18,365.0
SC26,2023/11/11,18,562.25
SC26,2023/11/8,13,466.0
SC26,2023/11/25,18,435.0
SC26,2023/11/9,15,450.0
SC26,2023/11/29,19,56.0
SC26,2023/11/2,11,52.75
SC26,2023/11/29,8,485.0
SC26,2023/11/23,14,343.0
SC26,2023/11/6,16,379.0
SC26,2023/11/11,3,1343.0
SC26,2023/11/10,17,387.0
SC26,2023/11/16,17,334.0
SC26,2023/11/21,19,32.0
SC26,2023/11/27,15,269.0
SC26,2023/11/21,11,199.0
SC26,2023/11/9,16,451.0
SC26,2023/11/22,10,444.0
SC26,2023/11/5,8,649.0
SC26,2023/11/1,15,283.0
SC26,2023/11/22,9,567.0
SC26,2023/11/27,12,160.0
SC26,2023/11/29,20,16.0
SC26,2023/11/7,11,156.0
SC26,2023/11/6,13,508.0
SC26,2023/11/20,9,431.0
SC26,2023/11/23,11,196.0
SC26,2023/11/27,21,0.0
SC26,2023/11/24,15,293.0
SC26,2023/11/13,16,416.0
SC26,2023/11/14,9,451.0
SC26,2023/11/23,19,35.0
SC26,2023/11/1,5,1286.0
SC26,2023/11/30,16,403.0
SC26,2023/11/15,10,376.0
SC26,2023/11/3,13,734.875
SC26,2023/11/11,13,734.875
